backside,ひっぷ
flat panel (monitor, e.g.),ふらっとぱねる
flat panel display,ふらっとぱねるでぃすぷれい
flat panel monitor,ふらっとぱねるもにたー
blood bank,ぶらっどばんく
platform,ぷらっとふぉーむ
platform specific,ぷらっとふぉーむとくゆう
flatbed plotter,ふらっとべっどしきぷろった
flatbed scanner,ふらっとべっとすきゃな
flatbed scanner,ふらっとべっどすきゃな
platform,ぷらっとほーむ
flat list,ふらっとりすと
flat race,ふらっとれーす
small truck (和製: flat low),ふらっとろー
flapper,ふらっぱー
flap,ふらっぷ
flap pocket,ふらっぷぽけっと
frappe,ふらっぺ
platen,ぷらてん
plateau,ぷらとー
platonic,ぷらとにっく
Platonic love,ぷらとにっくらぶ
Platonism,ぷらとんしゅぎ
Plato's problem,ぷらとんのもんだい
planarian (any flatworm of family Planaria) (lat: planaria),ぷらなりあ
planimeter,ぷらにめーたー
planning,ぷらにんぐ
planula,ぷらぬら
planetarium,ぷらねたりうむ
planet,ぷらねっと
flannel,ふらの
Prague,ぷらは
Brad Pitt,ぶらぴ
flavivirus,ふらびういるす
flavin,ふらびん
flavin enzyme,ふらびんこうそ
flavoenzyme,ふらびんこうそ
hula hoop,ふらふーぷ
Hula-Hoop,ふらふーぷ
Bhraman (in Hinduism, the ultimate reality of the universe),ぶらふまん
Bhrama,ぶらふまん
Bhrahma,ぶらふまん
unsteady on one's feet,ふらふら
stagger,ふらふら
reel,ふらふら
totter,ふらふら
dizzy,ふらふら
bravo,ぶらぼー
flavoenzyme,ふらぼこうそ
plastic bottle,ぷらぼっとる
flavonoid,ふらぼのいど
flavone,ふらぼん
plus-minus,ぷらまい
flywheel magnet,ふらまぐ
Fleming (fre: Flamand),ふらまん
Flemish,ふらまん
Flemish (language),ふらまんご
blancmange (fre: blanc-manger),ぶらまんじぇ
a Fleming,ふらまんじん
Flemish person,ふらまんじん
flamingo,ふらみんご
plum,ぷらむ
plum cake,ぷらむけーき
Christmas pudding,ぷらむぷでぃんぐ
plum pudding,ぷらむぷでぃんぐ
flamenco,ふらめんこ
flamenco guitar,ふらめんこぎたー
plastic model,ぷらも
plastic model,ぷらもでる
brand-name product,ぶらもの
to be given the cold shoulder,ふられる
to be jilted,ふられる
to be rejected,ふられる
to be dumped,ふられる
flower,ふらわー
flower arrangement,ふらわーあれんじめんと
flower tea,ふらわーてぃー
flowerpot,ふらわーぽっと
franc,ふらん
plan,ぷらん
flamberge,ふらんヴぇるじゅ
flanker (in rugby),ふらんかー
blanking,ぶらんきんぐ
frank,ふらんく
blank,ぶらんく
Planck's constant,ぷらんくていすう
blank disk,ぶらんくでぃすく
plankton,ぷらんくとん
Planck's law,ぷらんくのほうそく
Planck's quantum hypothesis,ぷらんくのりょうしかせつ
frankfurter,ふらんくふるたー
Frankfurt,ふらんくふると
Frankfurt School (school of philosophy in the 1920s),ふらんくふるとがくは
Frankfurt Parliament,ふらんくふるとこくみんぎかい
frankfurter,ふらんくふるとそーせーじ
Franglais (i.e. English words in French),ふらんぐれ
blanket,ぶらんけっと
blanket area,ぶらんけっとえりあ
blanket stitch,ぶらんけっとすてっち
swing,ぶらんこ
francophony,ふらんこふぉにー
francophonie,ふらんこふぉにー
flange,ふらんじ
francium (Fr),ふらんしうむ
Order of Friars Minor,ふらんしすこしゅうどうかい
Fransiscans,ふらんしすこしゅうどうかい
flange fitting,ふらんじつぎて
flange fitting,ふらんじつぎて
plunger,ぷらんじゃー
plunger pump,ぷらんじゃーぽんぷ
France,ふらんす
French film,ふらんすえいが
French movie,ふらんすえいが
French Foreign Legion,ふらんすがいじんぶたい
French Revolution,ふらんすかくめい
oxeye daisy (Leucanthemum vulgare),ふらんすぎく
marguerite,ふらんすぎく
oxeye daisy (Leucanthemum vulgare),ふらんすぎく
marguerite,ふらんすぎく
French Republic,ふらんすきょうわこく
Republique francaise,ふらんすきょうわこく
French military,ふらんすぐん
French (language),ふらんすご
French (produced),ふらんすさん
made-in-France,ふらんすさん
embroidery,ふらんすししゅう
Frenchman,ふらんすじん
Frenchwoman,ふらんすじん
French (made),ふらんすせい
made in France,ふらんすせい
large street demonstration (和製: France demo),ふらんすでも
France Telecom,ふらんすてれこむ
French bread (和製: France pan),ふらんすぱん
French literature,ふらんすぶんがく
French window,ふらんすまど
French Guiana,ふらんすりょうぎあな
French food,ふらんすりょうり
French (language) (fre: francais),ふらんせ
planter,ぷらんたー
springtime (fre: printemps),ぷらんたん
spring,ぷらんたん
branch,ぶらんち
brunch,ぶらんち
franchise,ふらんちゃいず
franchise chain,ふらんちゃいずちぇーん
FC,ふらんちゃいずちぇーん
brandy,ぶらんで
brandy,ぶらんでぃ
brandy,ぶらんでー
brandy glass,ぶらんでーぐらす
plantation,ぷらんてーしょん
brand,ぶらんど
bland,ぶらんど
plant (i.e. equipment, machinery, etc.),ぷらんと
brand image,ぶらんどいめーじ
branding pane,ぶらんどうぃんどう
plant opal (opal phytolith),ぷらんとおぱーる
brand items,ぶらんどしょうひん
brand items,ぶらんどひん
brand-name goods,ぶらんどひん
brand name,ぶらんどめい
export of manufacturing plant,ぷらんとゆしゅつ
plant renovation,ぷらんとりのべーしょん
Flemish school (of music),ふらんどるがくは
Flemish school (of art),ふらんどるは
plant layout,ぷらんとれいあうと
brand loyalty,ぶらんどろいやりてぃー
planner,ぷらんなー
brand new,ぶらんにゅー
planning,ぷらんにんぐ
flannel,ふらんねる
flambe,ふらんべ
raspberry (fre: framboise),ふらんぼわーず
blancmange (fre: blanc-manger),ぶらんまんじぇ
pre-,ぷり
pre-amplifier,ぷりあんぷ
preamble,ぷりあんぶる
free,ふりー
Brie,ぶりー
free access floor,ふりーあくせすふろあ
freeware,ふりーうぇあ
free weights (i.e. weights lined up on the side wall of a gym),ふりーうえいと
freeway,ふりーうぇー
expressway,ふりーうぇー
motorway,ふりーうぇー
freeway,ふりーうえー
free agent,ふりーえーじぇんと
FreeML,ふりーえむえる
free kick,ふりーきっく
freak,ふりーく
flick,ふりーく
free climbing,ふりーくらいみんぐ
gauge changeable train (和製: free-gauge),ふりーげーじ
gauge-changing train (gage) (和製: free gauge train),ふりーげーじとれいん
gauge-changeable train,ふりーげーじとれいん
freezer,ふりーざー
refrigerator,ふりーざー
one size fits all (和製: free size),ふりーさいず
freesia,ふりーじあ
free jazz,ふりーじゃず
freezing,ふりーじんぐ
breathing,ぶりーじんぐ
fleece,ふりーす
frieze,ふりーず
freeze,ふりーず
please,ぷりーず
free school,ふりーすくーる
free skating,ふりーすけーてぃんぐ
freestyle,ふりーすたいる
freestyle skiing,ふりーすたいるすきー
priest,ぷりーすと
freeze-dry,ふりーずどらい
free throw,ふりーすろー
free sex,ふりーせっくす
free-software,ふりーそふと
free-software,ふりーそふとうぇあ
free software,ふりーそふとうえあ
Free Software Foundation Inc.,ふりーそふとうぇあふぁうんでーしょん
FSF,ふりーそふとうぇあふぁうんでーしょん
young people subsisting on part-time work,ふりーたー
one whose livelihood is provided by part-time work,ふりーたー
breeder,ぶりーだー
toll-free number (和製: free dial),ふりーだいある
free dial (e.g. device or combination lock that can be set to any number),ふりーだいある
skin diving (和製: free diving),ふりーだいびんぐ
free time,ふりーたいむ
toll-free number (和製: free dial),ふりーだいやる
free dial (e.g. device or combination lock that can be set to any number),ふりーだいやる
free tax,ふりーたっくす
freedom,ふりーだむ
bleach,ぶりーち
bleachers,ぶりーちゃーず
pleat,ぷりーつ
pleats,ぷりーつ
plait,ぷりーつ
plaits,ぷりーつ
pleated skirt,ぷりーつすかーと
free talking,ふりーとーきんぐ
free conversation (和製: free talk),ふりーとーく
Fleet Street,ふりーとがい
Friedman,ふりーどまん
free trade,ふりーとれーど
free pass,ふりーぱす
free batting,ふりーばってぃんぐ
free-hand,ふりーはんど
FreeBSD,ふりーびーえすでぃー
free pistol,ふりーぴすとる
brief,ぶりーふ
briefing,ぶりーふぃんぐ
free fall,ふりーふぉーる
briefcase,ぶりーふけーす
briefcase computer,ぶりーふけーすこんぴゅーた
free booking,ふりーぶっきんぐ
experimental unmanned spacecraft (和製: free flyer),ふりーふらいやー
newspaper with a lot of advertisements and delivered for free of charge (和製: free paper),ふりーぺーぱー
free port,ふりーぽーと
flea market,ふりーま
flea market,ふりーまーけっと
flea market,ふりーまけっと
Freemasonry,ふりーめいそん
Freemason,ふりーめいそん
Freemasonry,ふりーめーそん
Freemason,ふりーめーそん
free e-mail service (和製: free mail),ふりーめーる
free UNIX,ふりーゆにっくす
freelance writer,ふりーらいたー
free rider,ふりーらいだー
free rifle,ふりーらいふる
free radical,ふりーらじかる
free-lancer (in a profession where employment is the norm),ふりーらんさー
free lance,ふりーらんす
free reed,ふりーりーど
preinstall,ぷりいんすとーる
preinstalled software,ぷりいんすとーるそふとうぇあ
preemptive,ぷりえんぷてぃぶ
preemptive multitasking,ぷりえんぷてぃぶしきのまるちたすきんぐ
preemptive multitasking,ぷりえんぷてぃぶなまるちたすく
preemptive multitasking,ぷりえんぷてぃぶまるちたすく
BrioQuery,ぶりおくえりー
brioche,ぶりおっし
prion,ぷりおん
fricassee,ふりかっせ
brigantine,ぶりがんちん
tin plate (dut: blik),ぶりき
blinking,ぶりきんぐ
friction,ふりくしょん
friction feed,ふりくしょんふぃーど
phlycten,ふりくてん
photo booth that prints out cards and stickers of the resulting photograph, which are then traded among friends (和製: print club),ぷりくら
frigate,ふりげーと
Print Gokko (brandname of small silk-screen printer),ぷりご
blizzard,ぶりざーど
preserved (e.g. flower),ぷりざーぶど
preserved flower,ぷりざーぶどふらわー
frigidity,ふりじでぃてぃー
brisket,ぶりすけ
brisket,ぶりすけっと
blister,ぶりすたー
blister pack,ぶりすたーぱっく
Frisbee,ふりすびー
Brisbane,ぶりすべん
prism,ぷりずむ
preset,ぷりせっと
preset value,ぷりせっとあたい
Britannia,ぶりたにあ
precharge,ぷりちゃーじ
having the penis hang out (e.g. no trousers or pants),ふりちん
flicker,ふりっか
flicker,ふりっかー
flicker test,ふりっかーてすと
flicker-free,ふりっかーふりーの
flicker free,ふりっかふりー
brig (ship),ぶりっぐ
BRIC, BRICs (Brazil, Russia, India, China), referring especially to the fast-growing economies of these countries,ぶりっくす
flicks set,ふりっくせっと
brick cheese,ぶりっくちーず
carton (和製: brick pack),ぶりっくぱっく
bridge,ぶりっじ
bridge circuit,ぶりっじかいろ
bridge input circuit (e.g. in process control),ぶりっじにゅうりょくかいろ
bridging,ぶりっじんぐ
fritter,ふりったー
BritPop,ぶりっとぽっぷ
flipper,ふりっぱー
flipper,ふりっぱー
swimfin,ふりっぱー
fin,ふりっぱー
flipper,ふりっぱー
flipper,ふりっぱー
flip,ふりっぷ
flip flop,ふりっぷふろっぷ
bistable (trigger) circuit,ふりっぷふろっぷ
flip-flop circuit,ふりっぷふろっぷかいろ
pretty,ぷりてぃ
pretty,ぷりてぃー
British Airways,ぶりてぃっしゅえあうぇいず
British Columbia,ぶりてぃっしゅころんびあ
British Telecom,ぶりてぃっしゅてれこむ
BT,ぶりてぃっしゅてれこむ
pretty-print,ぷりてぃぷりんと
pre-translation,ぷりとら
Briton (celtic inhabitant of historical Britain),ぶりとんじん
prenuptial agreement,ぷりなっぷ
blini,ぶりぬい
blinis,ぶりぬい
phrenology,ふりのろじー
preference,ぷりふぁれんす
prefix,ぷりふぃくす
prefetch,ぷりふぇっち
angrily,ぷりぷり
in a huff,ぷりぷり
in anger,ぷりぷり
high on marijuana,ぷりぷり
tender (to chew),ぷりぷり
preprocessor,ぷりぷろせっさ
preprocessor,ぷりぷろせっさー
prepared piano,ぷりぺあーどぴあの
prepaid (phone, card, etc.),ぷりぺいど
prep. aid,ぷりぺいど
prepaid card,ぷりぺいどかーど
prepaid telephone card,ぷりぺいどてれふぉんかーど
pre-beta,ぷりべーた
flea market,ふりま
prima donna,ぷりま
prima donna,ぷりまどんな
prima ballerina,ぷりまばれりーな
primitive,ぷりみてぃぶ
primitive art,ぷりみてぃぶあーと
brim,ぶりむ
primula (any flower of genus Primula, which includes primroses, cowslips and cyclamens),ぷりむら
primrose,ぷりむろーず
blue,ぶりゅー
wing (ger: Flugel),ふりゅーげる
flugelhorn (ger: Flugelhorn),ふりゅーげるほーん
fluegelhorn,ふりゅーげるほーん
flugelhorn (ger: Flugelhorn),ふりゅーげるほるん
fluegelhorn,ふりゅーげるほるん
flute,ふりゅーと
flute a bec,ふりゅーとあべっく
recorder,ふりゅーとあべっく
microbrewery (和製: brewpub),ぶりゅーぱぶ
plume,ぷりゅーむ
Brussels (fre: Bruxelles, dut: Brussel),ぶりゅっせる
brewery (esp. of beer),ぶりゅわりー
brilliantine,ぶりりあんてぃん
brilliant,ぶりりあんと
brilliant cut,ぶりりあんとかっと
frill,ふりる
prerecording,ぷりれこーでぃんぐ
to pretend,ふりをする
pudding,ぷりん
purine,ぷりん
black hair that has been dyed blond after the roots begin to grow in at the top giving an appearance much like custard pudding (lit. pudding head),ぷりんあたま
purine base,ぷりんえんき
blinker(s) (e.g. on a horse),ぶりんかー
Philosophiae Naturalis Principia Mathematica (physical science treatise by Sir Isaac Newton, 1687),ぷりんきぴあ
