ozone layer,おぞんそう
gammon,ぎゃもん
character (e.g. in a manga, anime, game, etc.),きゃら
guarantee,ぎゃら
fee paid to performing artists,ぎゃら
caraway,きゃらうぇー
caraway,きゃらうえー
galaxy,ぎゃらくしー
character,きゃらくた
character,きゃらくたー
character code,きゃらくたーこーど
character display,きゃらくたーでぃすぷれー
character image,きゃらくたいめーじ
character code,きゃらくたこーど
character generator,きゃらくたじぇねれーた
character set,きゃらくたしゅうごう
character set,きゃらくたせっと
character cell,きゃらくたせる
character definition table,きゃらくたていぎてーぶる
character display,きゃらくたでぃすぷれい
character device,きゃらくたでばいす
character format,きゃらくたふぉーまっと
character printer,きゃらくたぷりんた
character based,きゃらくたべーす
character map,きゃらくたまっぷ
calico,きゃらこ
Gallup poll,ぎゃらっぷちょうさ
guarantee,ぎゃらてぃー
caravan,きゃらばん
group of people touring to sell, investigate, etc.,きゃらばん
caravansary,きゃらばんさらい
light mountain-climbing shoes (和製: caravan shoes),きゃらばんしゅーず
caravel,きゃらべる
caramel (por: caramelo),きゃらめる
gallery,ぎゃらりー
guaranty,ぎゃらんてぃー
guarantee,ぎゃらんてぃー
guarantee type,ぎゃらんてぃかた
happy trail (line of hair from the navel to the genitals),ぎゃらんどぅ
pubic hair,ぎゃらんどぅ
happy trail (line of hair from the navel to the genitals),ぎゃらんどぅー
pubic hair,ぎゃらんどぅー
career,きゃりあ
career government employee,きゃりあ
carrier,きゃりあ
career,きゃりあー
career government employee,きゃりあー
carrier,きゃりあー
career woman,きゃりあうーまん
career girl,きゃりあがーる
career bureaucrats,きゃりあぐみ
carrier detect,きゃりあけんしゅつ
carrier sense,きゃりあけんち
carrier sense multiple access with collision avoidance network,きゃりあけんちたじゅうあくせすしょうとつかいひねっとわーく
CSMA,きゃりあけんちたじゅうあくせすしょうとつかいひねっとわーく
CA network,きゃりあけんちたじゅうあくせすしょうとつかいひねっとわーく
carrier sense multiple access with collision detection network,きゃりあけんちたじゅうあくせすしょうとつけんしゅつねっとわーく
CSMA,きゃりあけんちたじゅうあくせすしょうとつけんしゅつねっとわーく
CD network,きゃりあけんちたじゅうあくせすしょうとつけんしゅつねっとわーく
carrier code,きゃりあこーど
carrier-side,きゃりあさいど
carrier sense,きゃりあせんす
carrier detect,きゃりあでぃてくと
CD,きゃりあでぃてくと
carrier tone,きゃりあとーん
to build one's career,きゃりあをつむ
carry,きゃりー
carry-over,きゃりーおーばー
leftover stock,きゃりーしょうひん
carry-over stock,きゃりーしょうひん
carry-trade,きゃりーとれーど
large bag with handles,きゃりーばっく
carry bag,きゃりーばっく
small case with wheels,きゃりーばっく
bringing the ball back to one's own position (rugby) (和製: carry back),きゃりーばっく
carry bit,きゃりーびっと
calico,きゃりこ
carriage,きゃりっじ
carriage return,きゃりっじりたーん
caliper,きゃりぱー
callipers,きゃりぱす
calipers,きゃりぱす
calibration,きゃりぶれーしょん
calibration,きゃりぶれーと
carrier,きゃりや
career,きゃりやー
career government employee,きゃりやー
carrier,きゃりやー
carrying case,きゃりんぐけーす
carrying-ball,きゃりんぐぼーる
gal,ぎゃる
man who imitates girls in dress, hair style, etc.,ぎゃるお
computer game for men featuring beautiful women characters (usu. adult game) (和製: gal game),ぎゃるげ
computer game for men featuring beautiful women characters (usu. adult game) (和製: gal game),ぎゃるげー
girly car (often full of plastic flowers, stuffed animals, etc.) owned by a young, trendy female,ぎゃるしゃ
CALS,きゃるす
boy,ぎゃるそん
male waiter (fre: garcon),ぎゃるそん
teenage mother,ぎゃるまま
young mother who wearsgal styles,ぎゃるまま
obfuscated style of Japanese text, used particularly by young women in keitai emails,ぎゃるもじ
galley,ぎゃれー
garage (at house),ぎゃれーじ
caret,きゃれっと
carrot,きゃろっと
calotte (type of hat),きゃろっと
galloping inflation,ぎゃろっぴんぐいんふれ
gallop,ぎゃろっぷ
galop (dance),ぎゃろっぷ
carol,きゃろる
yelp,きゃん
model featured in an advertising campaign (和製: campaign girl),きゃんぎゃる
yelp,きゃんきゃん
yap,きゃんきゃん
gang,ぎゃんぐ
gangster,ぎゃんぐ
gangster film,ぎゃんぐえいが
gang age,ぎゃんぐえーじ
cancer,きゃんさー
canceller,きゃんせらー
canceler,きゃんせらー
cancel,きゃんせる
waiting list (waiting for a cancellation),きゃんせるまち
cancellation charge,きゃんせるりょう
canter,きゃんたー
cantaloupe,きゃんたろーぷ
Chianti (wine),きゃんてぃ
candy,きゃんでぃ
sweets,きゃんでぃ
candy,きゃんでぃー
sweets,きゃんでぃー
candidate,きゃんでぃでーと
candidate release,きゃんでぃでーとばん
candy,きゃんでー
sweets,きゃんでー
canned software,きゃんどそふとうぇあ
candle,きゃんどる
canned routine,きゃんどるーちん
candle service,きゃんどるさーびす
candlestick,きゃんどるすてぃっく
candlelight,きゃんどるらいと
camber,きゃんばー
camper,きゃんぱー
canvas,きゃんばす
base (baseball),きゃんばす
campus,きゃんぱす
campus wear,きゃんぱすうえあ
campus shoes,きゃんぱすしゅーず
campus backbone,きゃんぱすばっくぼーん
canvas work,きゃんばすわーく
camping,きゃんぴんぐ
mobile home (和製: camping car),きゃんぴんぐかー
camper-van,きゃんぴんぐかー
RV,きゃんぴんぐかー
camping trailer,きゃんぴんぐとれーらー
caravan,きゃんぴんぐとれーらー
camp,きゃんぷ
camp in,きゃんぷいん
camp site,きゃんぷさいと
camping-ground,きゃんぷじょう
campfire (usually large, and for gathering and singing, etc. around),きゃんぷふぁいあ
campfire (usually large, and for gathering and singing, etc. around),きゃんぷふぁいあー
campfire (usually large, and for gathering and singing, etc. around),きゃんぷふぁいやー
campsite,きゃんぷむら
gambler,ぎゃんぶらー
cambric,きゃんぶりっく
gambling,ぎゃんぶる
luck in gambling,ぎゃんぶるうん
to pitch camp,きゃんぷをはる
campaign,きゃんぺーん
campaign sale,きゃんぺーんせーる
Canberra,きゃんべら
waiting list (waiting for someone to cancel),きゃんまち
cure,きゅあ
cuisine,きゅいじーぬ
queue,きゅー
cue,きゅー
queuing,きゅーいんぐ
queuing theory,きゅーいんぐりろん
QLD,きゅーえるでぃー
hill myna (species of mynah bird, Gracula religiosa),きゅうかんちょう
95,きゅーご
95,きゅーじゅーご
98,きゅうじゅうはち
multicolorfin rainbowfish (Halichoeres poecilopterus),きゅうせん
cutie,きゅーてぃー
cuticle,きゅーてぃくる
cuticle cream,きゅーてぃくるくりーむ
cuticle remover,きゅーてぃくるりむーばー
cute,きゅーと
to enqueue,きゅーにいれる
to queue in line,きゅーにいれる
Cuba,きゅーば
Cuban Revolution,きゅーばかくめい
Cuban Missile Crisis (1962),きゅーばきき
98,きゅーはち
Cuban heel,きゅーばんひーる
kewpie doll,きゅーぴー
cubicle,きゅーびくる
Q-Vision,きゅーびじょん
Cubism (art movement),きゅーびずむ
cubic,きゅーびっく
cubic type,きゅーびっくたいぷ
cubic interpolation,きゅーびっくほかん
cubit,きゅーびっと
qubit,きゅーびっと
Cupid,きゅーぴっど
cube,きゅーぶ
cupola,きゅーぽら
end of a queue,きゅーまつび
cucumber,きゅうり
rainbow smelt (Osmerus mordax dentex),きゅうりうお
curette,きゅーれっと
Cubist,きゅびすと
cubisme,きゅびすむ
Cubism (art movement),きゅびずむ
cubit,きゅびっと
qubit,きゅびっと
cupra,きゅぷら
cupronickel,きゅぷろにっける
cupola,きゅぽら
guyot,ぎゅよー
curacao,きゅらそー
curie (unit of radioactivity),きゅりー
Curie temperature,きゅりーおんど
Curie point,きゅりーてん
curium (Cm),きゅりうむ
curiosity,きゅりおしてぃー
curator,きゅれーたー
Cyrenaic school (of philosophy),きゅれねがくは
culotte,きゅろっと
culotte skirt,きゅろっとすかーと
culottes,きゅろっとすかーと
kummel (ger: Kuemmel),きゅんめる
ruddy turnstone (species of sandpiper, Arenaria interpres),きょうじょしぎ
guyot,ぎよー
gyoza (Japanese crescent-shaped pan-fried dumplings stuffed with minced pork and vegetables),ぎょーざ
arctic tern,きょくあじさし
kiosk,きよすく
guillotine,ぎよちん
shock,ぎょっ
to act suspiciously,きょどる
to behave in a strange way,きょどる
How are you today?,きょどる
Kiyomi orange,きよみおれんじ
type of tangor (tangerine-orange hybrid),きよみおれんじ
Citrus unshiu sinensis,きよみおれんじ
staring (e.g. eyes),ぎょろり
goggling,ぎょろり
Chinese muntjac (species of barking deer, Muntiacus reevesi),きょん
killer,きらー
killer application,きらーあぷり
killer application,きらーあぷりけーしょん
killer satellite,きらーえいせい
killer cell,きらーさいぼう
killer dust,きらーだすと
glitter,きらきら
sparkle,きらきら
glisten,きらきら
twinkle,きらきら
to glare,ぎらつく
to dazzle,ぎらつく
to glitter,ぎらつく
glitter,きらめき
glimmer,きらめき
sparkle,きらめき
twinkle,きらめき
creeping bugleweed (Ajuga decumbens),きらんそう
too late (by a short time),ぎりぎりあうと
just failed (by a small margin),ぎりぎりあうと
Japanese katydid (Gampsocleis buergeri),きりぎりす
katydid,きりぎりす
bush-cricket (Tettigoniidae),きりぎりす
long-horned grasshopper,きりぎりす
cricket,きりぎりす
just safe (e.g. just avoiding being late, failing an exam, etc.),ぎりぎりせーふ
just (barely) OK,ぎりぎりせーふ
Greece (por: Grecia),ぎりしあ
Republic of Greece,ぎりしあきょうわこく
Hellenic Republic,ぎりしあきょうわこく
Greek (language, word),ぎりしあご
Greek (person),ぎりしあじん
Greek mythology,ぎりしあしんわ
Greek Orthodox Church,ぎりしあせいきょう
Greek Orthodox Church,ぎりしあせいきょうかい
Greek sculpture,ぎりしあちょうこく
Greek philosophy,ぎりしあてつがく
Greek art,ぎりしあびじゅつ
Greek character,ぎりしあもじ
Greek characters,ぎりしあもじ
early Japanese Christianity (from the later Muromachi period) (por: cristao),きりしたん
early Japanese Christian,きりしたん
Christian priest (por: cristao padre),きりしたんぱてれん
books printed in Japan by the Jesuits,きりしたんばん
Greece (por: Grecia),ぎりしゃ
Republic of Greece,ぎりしゃきょうわこく
Hellenic Republic,ぎりしゃきょうわこく
Greek (language, word),ぎりしゃご
Greek (person),ぎりしゃじん
Greek mythology,ぎりしゃしんわ
Greek Orthodox Church,ぎりしゃせいきょう
Greek Orthodox Church,ぎりしゃせいきょうかい
Greek sculpture,ぎりしゃちょうこく
Greek philosophy,ぎりしゃてつがく
Greek art,ぎりしゃびじゅつ
Greek character,ぎりしゃもじ
Greek characters,ぎりしゃもじ
European tortoise,ぎりしゃりくがめ
Greek tortoise (Testudo graeca),ぎりしゃりくがめ
European tortoise,ぎりしゃりくがめ
Greek tortoise (Testudo graeca),ぎりしゃりくがめ
Christ (por: Cristo),きりすと
Christianity,きりすときょう
Christian countries,きりすときょうこく
Christian rites,きりすときょうしき
Christian socialism,きりすときょうしゃかいしゅぎ
Christians,きりすときょうと
Christian Democratic Union (Germany),きりすときょうみんしゅどうめい
Christian Democrats,きりすときょうみんしゅどうめい
CDU,きりすときょうみんしゅどうめい
Christmas,きりすとこうたんさい
just safe (e.g. just avoiding being late, failing an exam, etc.),ぎりせーふ
just (barely) OK,ぎりせーふ
good turning point number (10000, 12345 etc., often referring to web site visit counts),きりばん
Gilyak (old name for the Nivkh ethnic minority group of Russia),ぎりやーく
