Sakhalin,さはりん
sirocco (ita: scirocco),しろっこ
syrup (dut: siroop),しろっぷ
white-handed gibbon,しろててながざる
lar gibbon (Hylobates lar),しろててながざる
blue whale (Balaenoptera musculus),しろながすくじら
Taraxacum albidum (species of white dandelion),しろばなたんぽぽ
pale thrush (Turdus pallidus),しろはら
long-tailed jaeger,しろはらとうぞくかもめ
long-tailed skua (Stercorarius longicaudus),しろはらとうぞくかもめ
common redstart (Phoenicurus phoenicurus),しろびたいじょうびたき
Chionarctia nivea (species of ermine moth),しろひとり
xylophone,しろふぉん
snowy owl (Bubo scandiacus),しろふくろう
xylophone,しろほん
white fir (Abies concolor),しろもみ
bit by bit,じわじわ
thin,しん
gin,じん
jin,じん
sinker,しんかー
singer,しんがー
singer-songwriter,しんがーそんぐらいたー
shin guard,しんがーど
Singapore,しんがぽーる
Singapore Telecom,しんがぽーるてれこむ
Singapore dollar,しんがぽーるどる
Genghis Khan,じんぎすかん
dish with mutton and vegetables,じんぎすかん
slotted dome cast iron grill for preparing the Genghis Khan dish,じんぎすかんなべ
singularity,しんぎゅらりてぃー
sink,しんく
sync (synchronous),しんく
zinc,じんく
jinx,じんくす
think tanker,しんくたんかー
think tank,しんくたんく
ThinkPad,しんくぱっど
thin client,しんくらいあんと
Synclavier (brand-name digital synthesizer and sampler),しんくらヴぃあ
single,しんぐる
single-digit handicap (e.g. golf),しんぐる
jingle (i.e. in a television commercial),じんぐる
single TT hub,しんぐるあいてぃーはぶ
single ended,しんぐるえんど
single overhead camshaft,しんぐるおーばーへっどかむしゃふと
single cut,しんぐるかっと
single cast,しんぐるきゃすと
single quotation (mark),しんぐるくぉーてーしょん
apostrophe,しんぐるくぉーてーしょん
single quote,しんぐるくぉーと
single click,しんぐるくりっく
single course,しんぐるこーす
single sign-on,しんぐるさいんおん
single-seater,しんぐるしーたー
single shift,しんぐるしふと
single-just-low (description of a small truck),しんぐるじゃすとろー
singles,しんぐるす
singles,しんぐるず
singles court,しんぐるすこーと
single step (debugging mode),しんぐるすてっぷ
single space,しんぐるすぺーす
single-session,しんぐるせっしょん
single source supplier,しんぐるそーすさぷらいやー
single task,しんぐるたすく
single-track,しんぐるとらっく
one-handed catch (baseball),しんぐるはんでっどきゃっち
single (baseball),しんぐるひっと
one-base hit,しんぐるひっと
single player,しんぐるぷれーやー
single-breasted suit,しんぐるぶれすと
single bed,しんぐるべっど
single-board computer,しんぐるぼーどこんぴゅーた
single mother,しんぐるまざー
single match,しんぐるまっち
single mode,しんぐるもーど
singlemode fiber,しんぐるもーどふぁいば
single user,しんぐるゆー
single user,しんぐるゆーざー
single-user system,しんぐるゆーざーしすてむ
single life,しんぐるらいふ
single lift (ski),しんぐるりふと
single-link protocol,しんぐるりんくてじゅん
single room,しんぐるるーむ
syncretism (interworking of two or more cultural perspectives into one system),しんくれてぃずむ
synchronize,しんくろ
synchronise,しんくろ
synchronized swimming,しんくろ
oscilloscope,しんくろ
synchrocyclotron,しんくろさいくろとろん
synchroscope,しんくろすこーぷ
synchrotron,しんくろとろん
synchrotron radiation,しんくろとろんほうしゃ
synchronize,しんくろないず
synchronise,しんくろないず
synchronized,しんくろないずど
synchronised,しんくろないずど
synchronized swimming,しんくろないずどすいみんぐ
synchronised swimming,しんくろないずどすいみんぐ
synchronous,しんくろなす
Synchronous Dynamic Random Access Memory,しんくろなすでぃーらむ
SDRAM,しんくろなすでぃーらむ
synchronicity,しんくろにしてぃー
synchronous supply,しんくろのうにゅう
synchroflash,しんくろふらっしゅ
synchromism,しんくろみずむ
synchromesh,しんくろめっしゅ
jingoism,じんごいずむ
syncopation,しんこぺーしょん
thin server,しんさーばー
sincere,しんしあ
syndicate,しんじけーと
syndicate loan,しんじけーとろーん
Cincinnatti (Ohio),しんしなてぃ
ginger,じんじゃー
ginger ale,じんじゃーえーる
ginger cake,じんじゃーけーき
gingersnap,じんじゃーすなっぷ
Zinjanthropus (early man),じんじゃんとろぷす
jeans,じんす
synthesizer,しんせ
synthesiser,しんせ
synthesizer,しんせさいざ
synthesiser,しんせさいざ
synthesizer,しんせさいざー
synthesiser,しんせさいざー
synthesis (ger: Synthese),しんせしす
synthesis (in semiconductor technology),しんせしす
synthpop,しんせぽっぷ
Asian ginseng (Panax ginseng) (chi: jenshen),じんせん
synthase,しんたーぜ
syntax,しんたくす
syntax,しんたっくす
syntax error,しんたっくすえらー
syntax checker,しんたっくすちぇっか
scintillation camera,しんちかめら
scintigram,しんちぐらむ
penguin,じんちょう
daphne (flower),じんちょうげ
winter daphne,じんちょうげ
daphne odora,じんちょうげ
Thymelaeaceae (plant family),じんちょうげか
mezereum,じんちょうげか
scintillation,しんちれーしょん
scintillation counter,しんちれーしょんかうんたー
scintillation camera,しんちれーしょんかめら
scintillator,しんちれーたー
synthesis (ger: Synthese),じんてーぜ
synthesis (in semiconductor technology),じんてーぜ
synthetase,しんてたーぜ
Cinderella,しんでれら
Cinderella complex,しんでれらこんぷれっくす
Cinderella boy,しんでれらぼーい
extremely cold feeling that makes one feel numb,じんと
sharp pain that is almost numbing,じんと
heartrending,じんと
touching the heart,じんと
gin and tonic,じんとにっく
syndrome,しんどろーむ
thinner,しんなー
paint sniffing,しんなーあそび
thinner sniffing,しんなーあそび
glue sniffing (huffing),しんなーあそび
sympathizer,しんぱ
sympathiser,しんぱ
sympathizer,しんぱさいざー
sympathiser,しんぱさいざー
sympathy,しんぱしー
sympathetic,しんぱせてぃっく
Zimbabwe,じんばぶえ
Sinhalese language,しんはらご
Sinhala,しんはらご
Sinhalese people,しんはらじん
Sinhalese person,しんはらじん
Sinhala alphabet,しんはらもじ
cymbal,しんばる
cymbals,しんばる
cymbidium (plant),しんびじうむ
Zinfandel,じんふぁんでる
gin fizz,じんふぃーず
gin fizz,じんふぃず
Sinn Fein,しんふぇいんとう
symphony,しんふぉにー
symphony orchestra,しんふぉにーおーけすとら
symphonic jazz,しんふぉにっくじゃず
symphonic poem,しんふぉにっくぽえむ
symphonic rock,しんふぉにっくろっく
simplicity,しんぷりしてぃー
simplify,しんぷりふぁい
thimble,しんぶる
simple,しんぷる
simple statement,しんぷるすてーとめんと
simplex,しんぷれっくす
simplex method,しんぷれっくすほう
sympathetic,しんぽ
symposium,しんぽ
symposium,しんぽじうむ
symbolize,しんぼらいず
symbolise,しんぼらいず
symbolist,しんぼりすと
symbolism (19th-century artistic movement),しんぼりずむ
symbolic,しんぼりっく
Symbolics,しんぼりっくす
symbolic debugger,しんぼりっくでばっが
symbolic link,しんぼりっくりんく
symbol,しんぼる
symbol color,しんぼるからー
symbol colour,しんぼるからー
symbol manipulation,しんぼるそうさ
symbol table,しんぼるてーぶる
logo (和製: symbol mark),しんぼるまーく
banner,しんぼるまーく
symbol map,しんぼるまっぷ
hives,じんましん
nettle rash,じんましん
urticaria,じんましん
single mother,しんまま
symmetry,しんめとりー
symmetric,しんめとりっく
chaffinch (Fringilla coelebs),ずあおあとり
swat - to hit with a sharp slapping blow usually with an instrument (as a bat or flyswatter),すぁっと
sweets (desserts, candy, etc.),すいーつ
sweetie (sweet green-skinned citrus; cross between a grapefruit and a pomelo),すいーてぃー
oroblanco,すいーてぃー
suite,すぃーと
sweet,すぃーと
suite,すいーと
sweet,すいーと
sweet corn,すいーとこーん
sweet spot,すいーとすぽっと
sweetheart,すいーとはーと
sweet pea,すいーとぴー
sweet home,すいーとほーむ
sweet potato,すいーとぽてと
sweet melon,すいーとめろん
suite,すいーとるーむ
sweeper,すぃーぱー
sweeper,すいーぱー
sweep,すいーぷ
zebra,ずぃーぶら
zeal,ずぃーる
Suica (rechargeable prepaid IC card that can be used as a train pass in the greater Tokyo, Osaka and Sendai regions and also as electric money in some stores),すいか
watermelon,すいか
Japanese honeysuckle (Lonicera japonica),すいかずら
Caprifoliaceae (plant family),すいかずらか
honeysuckle,すいかずらか
Switzerland (fre: Suisse),すいす
Swiss,すいす
smoothly,すいすい
unhindered,すいすい
Swiss Telecom,すいすてれこむ
Swissrama,すいすらま
switch,すぃっち
switch,すいっち
switch architecture,すいっちあーきてくちゃ
interswitch signalling,すいっちあいだつうし
switch-status condition,すいっちじょうたいじょうけん
switch-selectable,すいっちせんたくかのう
switched virtual circuit,すいっちどばーちゃるさーきっと
switched virtual path,すいっちどばーちゃるぱす
switchback,すいっちばっく
switch-hitter (baseball),すいっちひったー
switch vendor,すいっちべんだ
switch trade,すいっちぼうえき
switch matrix,すいっちまとりくす
switching matrix,すいっちまとりくす
switcher,すいっちゃ
switcher,すいっちゃー
switch(ing) capacity,すいっちようりょう
switching,すいっちんぐ
switching function,すいっちんぐかんすう
switching stage,すいっちんぐすてーじ
switching delay,すいっちんぐちえん
switching table,すいっちんぐてーぶる
switching regulator,すいっちんぐでんげん
switching capacity,すいっちんぐのうりょく
switching hub,すいっちんぐはぶ
switching variable,すいっちんぐへんすう
switching router,すいっちんぐるーた
switching regulator,すいっちんぐれぎゅれーた
swivel,すいばる
swift ball,すいふと
swivel,すいべる
swimmer,すいまー
swimming,すいみんぐ
swimming club,すいみんぐくらぶ
swimming glove,すいみんぐぐろーぶ
swimming school,すいみんぐすくーる
swimming trunks (male swimsuit),すいみんぐとらんくす
swimming trunks (和製: swimming pants),すいみんぐぱんつ
bathers,すいみんぐぱんつ
swimming pool,すいみんぐぷーる
swimsuit,すいむすーつ
circumflex,すぃるこんふれっくす
water lily (any plant of genus Nymphaea),すいれん
pygmy waterlily (Nymphaea tetragona),すいれん
swinger,すいんがー
swinger party,すいんがーぱーてぃー
swinging,すいんぎんぐ
swing,すいんぐ
swing out,すいんぐあうと
swing jazz,すいんぐじゃず
swing strategy,すいんぐせんりゃく
swing door,すいんぐどあ
swing play,すいんぐぷれー
Sioux,すー
sou,すー
sweets (desserts, candy, etc.),すうぃーつ
sweetie (sweet green-skinned citrus; cross between a grapefruit and a pomelo),すうぃーてぃ
oroblanco,すうぃーてぃ
suite,すうぃーと
sweet,すうぃーと
sweep,すうぃーぷ
swizzle,すうぃずる
switch,すうぃっち
swimming,すうぃみんぐ
swing,すうぃんぐ
sway,すうぇー
Sweden,すうぇーでん
swede,すうぇーでんかぶ
Swedish turnip,すうぇーでんかぶ
rutabaga,すうぇーでんかぶ
Swedish (language),すうぇーでんご
Sweden relay,すうぇーでんりれー
sweat,すうぇっと
sweatshirt,すうぇっと
sweat pants,すうぇっと
sweatshirt,すうぇっとしゃつ
sweatsuit,すうぇっとすーつ
sweat suit,すうぇっとすーつ
sweatpants,すうぇっとぱんつ
swell,すうぇる
Swatch (brand of watch, etc.),すうぉっち
zoology,ずーおろじー
sousaphone,すーざふぉーん
jazz,ずーじゃー
soutane,すーたん
stern,すーたん
suit,すーつ
stunt man (和製: suit actor),すーつあくたー
suitcase,すーつけーす
suited figure,すーつすがた
person in a suit,すーつすがた
zoot suit,ずーとすーつ
zoonosis (disease transmissible from animals to humans or vice versa),ずーのーしす
super,すーぱ
supermarket,すーぱ
superimpose,すーぱ
superheterodyne,すーぱ
(film with) subtitles,すーぱ
super,すーぱー
supermarket,すーぱー
superimpose,すーぱー
superheterodyne,すーぱー
(film with) subtitles,すーぱー
super IP business class,すーぱーあいぴーじねすくらす
super-alloy,すーぱーあろい
superimpose,すーぱーいんぽーず
